event_type,level,trigger,description,file,line,recommendation,comment,status
ErrorEvents.CONFIGURATION_ERROR,WARNING,src/muxi/services/a2a/auth/inbound.py:188,Failed to load config from {config_path}: {str(e)},src/muxi/services/a2a/auth/inbound.py,188,OK - No issues identified,,
ErrorEvents.CONNECTION_REFUSED,ERROR,src/muxi/services/mcp/reconnect_handler.py:117,Failed to connect to MCP server '{name}' after retries,src/muxi/services/mcp/reconnect_handler.py,117,OK - No issues identified,,
ErrorEvents.CONNECTION_TIMEOUT,ERROR,src/muxi/services/mcp/reconnect_handler.py:354,Failed to list tools from MCP server '{self.name}' after retries,src/muxi/services/mcp/reconnect_handler.py,354,OK - No issues identified,,
ErrorEvents.CONNECTION_TIMEOUT,WARNING,src/muxi/formation/workflow/executor.py:99,NO DESCRIPTION,src/muxi/formation/workflow/executor.py,99,MISSING DESCRIPTION - Add meaningful description,,
ErrorEvents.CONNECTION_TIMEOUT,WARNING,src/muxi/formation/workflow/executor.py:1541,NO DESCRIPTION,src/muxi/formation/workflow/executor.py,1541,MISSING DESCRIPTION - Add meaningful description,,
ErrorEvents.DATABASE_EXTENSION_FAILED,WARNING,src/muxi/services/db.py:251,Failed to create pgvector extension (may not be needed),src/muxi/services/db.py,251,OK - No issues identified,,
ErrorEvents.DATABASE_EXTENSION_FAILED,WARNING,src/muxi/services/db.py:353,Failed to create pgvector extension for async engine (may not be needed),src/muxi/services/db.py,353,OK - No issues identified,,
ErrorEvents.DATABASE_EXTENSION_FAILED,WARNING,src/muxi/services/memory/long_term.py:275,Failed to create pgvector extension: {e},src/muxi/services/memory/long_term.py,275,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/formation/overlord/chat_orchestrator.py:832,Long-term memory search failed: {str(e)},src/muxi/formation/overlord/chat_orchestrator.py,832,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:237,Failed to create scheduled job: {e},src/muxi/services/scheduler/manager.py,237,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:271,Failed to get active jobs: {e},src/muxi/services/scheduler/manager.py,271,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:304,Failed to get user jobs: {e},src/muxi/services/scheduler/manager.py,304,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:361,Failed to get all jobs: {e},src/muxi/services/scheduler/manager.py,361,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:393,Failed to get job: {e},src/muxi/services/scheduler/manager.py,393,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:419,Failed to count active jobs: {e},src/muxi/services/scheduler/manager.py,419,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:472,Failed to pause job: {e},src/muxi/services/scheduler/manager.py,472,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:524,Failed to resume job: {e},src/muxi/services/scheduler/manager.py,524,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:585,Failed to complete one-time job: {e},src/muxi/services/scheduler/manager.py,585,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:630,Failed to delete job: {e},src/muxi/services/scheduler/manager.py,630,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:660,Failed to mark execution start: {e},src/muxi/services/scheduler/manager.py,660,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:703,Failed to mark execution success: {e},src/muxi/services/scheduler/manager.py,703,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:749,Failed to mark execution failure: {e},src/muxi/services/scheduler/manager.py,749,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:773,Failed to get consecutive failures: {e},src/muxi/services/scheduler/manager.py,773,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:805,Failed to update job metadata: {e},src/muxi/services/scheduler/manager.py,805,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:855,Failed to get job statistics: {e},src/muxi/services/scheduler/manager.py,855,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:914,Failed to get job audit trail: {e},src/muxi/services/scheduler/manager.py,914,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:943,Failed to get user audit trail: {e},src/muxi/services/scheduler/manager.py,943,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:974,Failed to get recent audit trail: {e},src/muxi/services/scheduler/manager.py,974,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:1007,Failed to count active jobs: {e},src/muxi/services/scheduler/manager.py,1007,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:1050,Failed to get active jobs batch: {e},src/muxi/services/scheduler/manager.py,1050,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,ERROR,src/muxi/services/scheduler/manager.py:1118,Failed to cleanup old jobs: {e},src/muxi/services/scheduler/manager.py,1118,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,WARNING,src/muxi/formation/formation.py:2753,Failed to dispose database engine: {db_error},src/muxi/formation/formation.py,2753,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,WARNING,src/muxi/formation/overlord/overlord.py:3782,Failed to add content to long-term memory: {str(e)},src/muxi/formation/overlord/overlord.py,3782,OK - No issues identified,,
ErrorEvents.DATABASE_OPERATION_FAILED,WARNING,src/muxi/services/scheduler/manager.py:886,Failed to audit job action: {e},src/muxi/services/scheduler/manager.py,886,OK - No issues identified,,
ErrorEvents.DATABASE_TABLE_CREATION_FAILED,ERROR,src/muxi/services/db.py:408,Failed to create database tables: {e},src/muxi/services/db.py,408,OK - No issues identified,,
ErrorEvents.DATABASE_TABLE_CREATION_FAILED,ERROR,src/muxi/services/db.py:458,Failed to create database tables (async): {e},src/muxi/services/db.py,458,OK - No issues identified,,
ErrorEvents.DEPENDENCY_ERROR,ERROR,src/muxi/utils/run_formation.py:130,Formation dependency validation failed: {e},src/muxi/utils/run_formation.py,130,OK - No issues identified,,
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/context_preserver.py:453,Failed to select relevant contexts using LLM,src/muxi/formation/documents/workflow/context_preserver.py,453,OK - No issues identified,,
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/context_preserver.py:538,Failed to save conversation contexts to storage,src/muxi/formation/documents/workflow/context_preserver.py,538,OK - No issues identified,,
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/context_preserver.py:584,Failed to save context snapshots to storage,src/muxi/formation/documents/workflow/context_preserver.py,584,OK - No issues identified,,
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/context_preserver.py:643,Failed to load context data from storage,src/muxi/formation/documents/workflow/context_preserver.py,643,OK - No issues identified,,
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/cross_reference_manager.py:267,Failed to save document references to storage,src/muxi/formation/documents/workflow/cross_reference_manager.py,267,OK - No issues identified,,
ErrorEvents.DOCUMENT_PROCESSING_FAILED,ERROR,src/muxi/formation/documents/workflow/cross_reference_manager.py:304,Failed to load document references from storage,src/muxi/formation/documents/workflow/cross_reference_manager.py,304,OK - No issues identified,,
ErrorEvents.FALLBACK_EXECUTION_FAILED,ERROR,src/muxi/formation/resilience/fallback_manager.py:78,Fallback execution failed for workflow '{workflow}': {str(fallback_error)},src/muxi/formation/resilience/fallback_manager.py,78,OK - No issues identified,,
ErrorEvents.GENERIC_ERROR,WARNING,src/muxi/formation/overlord/overlord.py:4161,MarkItDown conversion failed for {filename}: {e},src/muxi/formation/overlord/overlord.py,4161,"REVIEW - Generic event type, consider more specific event",,
ErrorEvents.INTERNAL_ERROR,DEBUG,src/muxi/services/llm/llm.py:316,"MIME type detection failed, using fallback",src/muxi/services/llm/llm.py,316,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,DEBUG,src/muxi/services/llm/llm.py:709,API key set for provider {provider},src/muxi/services/llm/llm.py,709,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/agents/agent.py:425,Error in enhanced knowledge search: {str(e)},src/muxi/formation/agents/agent.py,425,REPLACE with ErrorEvents.KNOWLEDGE_SEARCH_FAILED,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/agents/agent.py:3416,Planning template file not found: agent_planning.md,src/muxi/formation/agents/agent.py,3416,REPLACE with ErrorEvents.PLANNING_TEMPLATE_MISSING,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/agents/agent.py:3664,Failed to handle A2A message: {e},src/muxi/formation/agents/agent.py,3664,REPLACE with ErrorEvents.A2A_MESSAGE_HANDLING_FAILED (already exists),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/agents/agent.py:4306,Error validating parameters for {tool_name}: {e},src/muxi/formation/agents/agent.py,4306,REPLACE with ErrorEvents.PARAMETER_VALIDATION_FAILED (already exists),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/agents/knowledge/base.py:263,Error processing file {os.path.basename(file_path)},src/muxi/formation/agents/knowledge/base.py,263,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/agents/knowledge/handler.py:379,Failed to generate embeddings,src/muxi/formation/agents/knowledge/handler.py,379,REPLACE with ErrorEvents.EMBEDDINGS_GENERATION_FAILED,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/agents/knowledge/handler.py:606,Knowledge search failed,src/muxi/formation/agents/knowledge/handler.py,606,REPLACE with ErrorEvents.KNOWLEDGE_SEARCH_FAILED,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/agents/knowledge/handler.py:854,Failed to generate embeddings for file,src/muxi/formation/agents/knowledge/handler.py,854,REPLACE with ErrorEvents.EMBEDDINGS_GENERATION_FAILED,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/documents/storage/metadata_store.py:477,Failed to persist metadata to storage,src/muxi/formation/documents/storage/metadata_store.py,477,REPLACE with ErrorEvents.METADATA_PERSISTENCE_FAILED,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/documents/storage/reference_system.py:518,Failed to persist references to storage,src/muxi/formation/documents/storage/reference_system.py,518,REPLACE with ErrorEvents.REFERENCE_PERSISTENCE_FAILED,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/formation.py:1212,Formation initialization failed: {e},src/muxi/formation/formation.py,1212,REPLACE with ErrorEvents.FORMATION_INITIALIZATION_FAILED,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/formation.py:1220,Unexpected error loading prompts: {e},src/muxi/formation/formation.py,1220,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/initialization.py:290,Failed to initialize working memory: {str(e)},src/muxi/formation/initialization.py,290,REPLACE with ErrorEvents.MEMORY_INITIALIZATION_FAILED,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/initialization.py:358,Failed to initialize buffer memory: {str(e)},src/muxi/formation/initialization.py,358,REPLACE with ErrorEvents.MEMORY_INITIALIZATION_FAILED,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/initialization.py:472,Failed to initialize persistent memory: {str(e)},src/muxi/formation/initialization.py,472,REPLACE with ErrorEvents.MEMORY_INITIALIZATION_FAILED,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/initialization.py:527,Failed to create database tables: {str(e)},src/muxi/formation/initialization.py,527,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/initialization.py:675,Failed to initialize artifact service: {str(e)},src/muxi/formation/initialization.py,675,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/initialization.py:966,Failed to initialize buffer memory: {str(e)},src/muxi/formation/initialization.py,966,REPLACE with ErrorEvents.MEMORY_INITIALIZATION_FAILED,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/initialization.py:1157,Critical error during persistent memory initialization: {str(e)},src/muxi/formation/initialization.py,1157,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/memory/extraction_coordinator.py:121,Failed to extract data from conversation,src/muxi/formation/memory/extraction_coordinator.py,121,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/chat_orchestrator.py:697,Failed to store user message in buffer memory: {str(e)},src/muxi/formation/overlord/chat_orchestrator.py,697,REPLACE with ErrorEvents.MEMORY_OPERATION_FAILED,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/chat_orchestrator.py:736,Failed to store assistant response in buffer memory: {str(e)},src/muxi/formation/overlord/chat_orchestrator.py,736,REPLACE with ErrorEvents.MEMORY_OPERATION_FAILED,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/chat_orchestrator.py:1027,Failed to extract user information: {str(e)},src/muxi/formation/overlord/chat_orchestrator.py,1027,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:1665,NO DESCRIPTION,src/muxi/formation/overlord/overlord.py,1665,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:2547,Failed to initialize overlord routing model,src/muxi/formation/overlord/overlord.py,2547,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:3723,Coordinator call failed: {coord_error},src/muxi/formation/overlord/overlord.py,3723,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:5225,Error in async request {request_id}: {type(e).__name__}: {str(e)},src/muxi/formation/overlord/overlord.py,5225,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:5622,Failed to store credential: {str(e)},src/muxi/formation/overlord/overlord.py,5622,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:5780,Failed to process credential selection: {str(e)},src/muxi/formation/overlord/overlord.py,5780,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:6120,Failed to process workflow approval: {str(e)},src/muxi/formation/overlord/overlord.py,6120,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:6860,Failed to create scheduled job: {str(e)},src/muxi/formation/overlord/overlord.py,6860,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:7764,Failed to process workflow: {str(e)},src/muxi/formation/overlord/overlord.py,7764,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:9704,Failed to generate credential clarification: {str(e)},src/muxi/formation/overlord/overlord.py,9704,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/overlord/overlord.py:9812,Failed to process credential clarification response: {str(e)},src/muxi/formation/overlord/overlord.py,9812,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/resilience/error_classifier.py:238,"Error classification failed, using fallback",src/muxi/formation/resilience/error_classifier.py,238,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/resilience/fallback_manager.py:269,Fallback cache cleanup failed: {str(cache_error)},src/muxi/formation/resilience/fallback_manager.py,269,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/resilience/recovery_strategist.py:219,"Recovery strategy selection failed, aborting workflow",src/muxi/formation/resilience/recovery_strategist.py,219,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/server/middleware.py:89,API request failed: {message},src/muxi/formation/server/middleware.py,89,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/formation/workflow/executor.py:118,Error in workflow timeout monitor: {str(e)},src/muxi/formation/workflow/executor.py,118,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/a2a/client.py:101,Failed to initialize A2A SDK client: {e},src/muxi/services/a2a/client.py,101,REPLACE with ErrorEvents.A2A_MESSAGE_HANDLING_FAILED (already exists),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/a2a/client.py:446,Error closing httpx client: {e},src/muxi/services/a2a/client.py,446,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/a2a/registry_client.py:530,Failed to check registries with policy: {str(e)},src/muxi/services/a2a/registry_client.py,530,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/intent/service.py:130,Intent detection failed: {str(e)},src/muxi/services/intent/service.py,130,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/llm/llm.py:297,File security validation failed: {str(e)},src/muxi/services/llm/llm.py,297,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/llm/llm.py:648,NO DESCRIPTION,src/muxi/services/llm/llm.py,648,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/llm/llm.py:1268,NO DESCRIPTION,src/muxi/services/llm/llm.py,1268,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/memory/working.py:1161,Failed to run buffer memory cleanup task,src/muxi/services/memory/working.py,1161,REPLACE with ErrorEvents.MEMORY_OPERATION_FAILED,,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/multimodal/fusion_engine.py:859,"Multi-modal fusion failed, using fallback",src/muxi/services/multimodal/fusion_engine.py,859,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/scheduler/manager.py:1339,Failed to compare prompts using LLM: {str(e)},src/muxi/services/scheduler/manager.py,1339,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/scheduler/parser.py:561,Failed to parse specific datetime: {e},src/muxi/services/scheduler/parser.py,561,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/scheduler/parser.py:873,LLM generated invalid cron expression,src/muxi/services/scheduler/parser.py,873,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/scheduler/parser.py:882,LLM schedule parsing failed: {e},src/muxi/services/scheduler/parser.py,882,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/scheduler/parser.py:957,Failed to generate exclusion rule: {e},src/muxi/services/scheduler/parser.py,957,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/scheduler/parser.py:1075,Failed to parse exclusion rule JSON: {e},src/muxi/services/scheduler/parser.py,1075,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/scheduler/parser.py:1143,Cron timezone conversion failed: {e},src/muxi/services/scheduler/parser.py,1143,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/scheduler/rewriter.py:206,LLM prompt rewriting failed: {e},src/muxi/services/scheduler/rewriter.py,206,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/services/scheduler/rewriter.py:307,Formation prompt enhancement failed: {e},src/muxi/services/scheduler/rewriter.py,307,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/utils/run_formation.py:186,Overlord error: {e},src/muxi/utils/run_formation.py,186,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/utils/run_formation.py:215,Unexpected error: {e},src/muxi/utils/run_formation.py,215,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,ERROR,src/muxi/utils/run_formation.py:244,Error stopping formation during cleanup: {e},src/muxi/utils/run_formation.py,244,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),,
ErrorEvents.INTERNAL_ERROR,INFO,src/muxi/services/llm/llm.py:803,Initialized LLM with {self.model_name},src/muxi/services/llm/llm.py,803,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),Change to SystemEvents (DEBUG-level),
ErrorEvents.INTERNAL_ERROR,INFO,src/muxi/services/llm/llm.py:1836,LLM response cache cleared,src/muxi/services/llm/llm.py,1836,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),Change to SystemEvents (DEBUG-level),
ErrorEvents.INTERNAL_ERROR,INFO,src/muxi/services/llm/llm.py:1848,Cache TTL set to {ttl} seconds,src/muxi/services/llm/llm.py,1848,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),Change to SystemEvents (DEBUG-level),
ErrorEvents.INTERNAL_ERROR,INFO,src/muxi/services/llm/llm.py:1909,LLM statistics and circuit breakers reset,src/muxi/services/llm/llm.py,1909,REPLACE with specific ErrorEvent type (INTERNAL_ERROR too generic),Change to SystemEvents,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/formation/agents/agent.py:220,Failed to register agent with A2A service: {str(e)},src/muxi/formation/agents/agent.py,220,REPLACE with ErrorEvents.A2A_MESSAGE_HANDLING_FAILED (already exists),,
ErrorEvents.INTERNAL_ERROR,WARNING,src/muxi/formation/agents/agent.py:270,Failed to generate embedding for text in batch,src/muxi/formation/agents/agent.py,270,REPLACE with ErrorEvents.EMBEDDINGS_GENERATION_FAILED,,
